iter	Logloss
229	0.1052862814
230	0.105046776
231	0.1048246466
232	0.1045977814
233	0.1042822116
234	0.1042437677
235	0.1042386044
236	0.1040278163
237	0.1039682913
238	0.1039137205
239	0.1039002272
240	0.1037766517
241	0.1036883353
242	0.1033633059
243	0.1030548624
244	0.1027824246
245	0.1025419402
246	0.1023586328
247	0.1022137442
248	0.1019751552
249	0.101850113
250	0.1015401671
251	0.1014103641
252	0.1012443235
253	0.1011062836
254	0.1010173828
255	0.1006159459
256	0.10026069
257	0.1002078015
258	0.1001184932
259	0.09997220458
260	0.09969789716
261	0.09957386709
262	0.09919379988
263	0.09897243326
264	0.09879331855
265	0.09860413458
266	0.09843395034
267	0.09824675872
268	0.0980906791
269	0.09808225467
270	0.0978169861
271	0.09763377413
272	0.09747112234
273	0.09733837122
274	0.09713809255
275	0.09689449525
276	0.09674112411
277	0.09659607103
278	0.09632576592
279	0.09613919594
280	0.09607263992
281	0.09589501209
282	0.09557819267
283	0.0954277429
284	0.09526466452
285	0.09506828013
286	0.09484148842
287	0.09467213357
288	0.09457795074
289	0.09449878424
290	0.09446543852
291	0.09435369203
292	0.09419137687
293	0.09389919517
294	0.09357866273
295	0.09329747147
296	0.09310775574
297	0.09301010373
298	0.09294610543
299	0.09284442151
300	0.09269773721
301	0.09260493844
302	0.09256207118
303	0.09235587105
304	0.09224746478
305	0.09219194282
306	0.09213330347
307	0.09201969576
308	0.09186428731
309	0.09173297269
310	0.09163329942
311	0.09150853951
312	0.09133990428
313	0.09127183578
314	0.09125931404
315	0.09096611792
316	0.09079645951
317	0.09070536754
318	0.09050857332
319	0.09032308279
320	0.09021015687
321	0.09003408908
322	0.08995683271
323	0.08989973332
324	0.08964672718
325	0.08947393907
326	0.08940426567
327	0.08929266108
328	0.0892035354
329	0.08906496765
330	0.08904467099
331	0.08900594145
332	0.08882516527
333	0.08866342288
334	0.08850315386
335	0.08824831863
336	0.08810900603
337	0.08801605662
338	0.0878793526
339	0.08770655576
340	0.08765783801
341	0.0873840236
342	0.087123601
343	0.0870657986
344	0.08700113946
345	0.08693944554
346	0.08683548647
347	0.08659650478
348	0.08650488397
349	0.08643274541
350	0.08634049369
351	0.08610155759
352	0.08595679035
353	0.08584167282
354	0.08564115834
355	0.08556159362
356	0.08548293903
357	0.08536584548
358	0.08525005819
359	0.08512632345
360	0.0849781744
361	0.0847892206
362	0.08457273951
363	0.08435726868
364	0.0842747194
365	0.08413527404
366	0.08399183292
367	0.08378427945
368	0.08366054372
369	0.08358869959
370	0.08339022521
371	0.08320049617
372	0.08306685655
373	0.08288444798
374	0.08280775335
375	0.08269229114
376	0.08257997012
377	0.08247481953
378	0.08231120598
379	0.08210564748
380	0.08197348185
381	0.08190229377
382	0.08179994852
383	0.08169773173
384	0.08158093458
385	0.08142387566
386	0.08132781302
387	0.08123256085
388	0.08102066013
389	0.08095825048
390	0.08085324586
391	0.080767486
392	0.08066858614
393	0.08058483046
394	0.08040105233
395	0.08033450644
396	0.08022569191
397	0.08007567335
398	0.07998422944
399	0.07992032446
400	0.0798361617
401	0.0795911622
402	0.07941819079
403	0.07926142279
404	0.07921201832
405	0.07903122212
406	0.07895681903
407	0.07877260686
408	0.07861396461
409	0.07852915552
410	0.07838223264
411	0.07831299252
412	0.0782388033
413	0.07810805316
414	0.07798137193
415	0.0778951039
416	0.07781841553
417	0.07774288527
418	0.07757902869
419	0.0772815433
420	0.07712528303
421	0.07700616216
422	0.07687293398
423	0.07671923701
424	0.0765627784
425	0.076382732
426	0.07625006291
427	0.07618621015
428	0.07606740757
429	0.07590571428
430	0.07588271411
431	0.0758346073
432	0.07575764143
433	0.07571272666
434	0.07551725561
435	0.0753840242
436	0.07530311205
437	0.0751560879
438	0.0750777317
439	0.07497853076
440	0.07486673637
441	0.07481735609
442	0.07462933556
443	0.07446681866
444	0.07436667146
445	0.07424248556
446	0.07404387761
447	0.07396436179
448	0.07389582093
449	0.07378412727
450	0.07370440747
451	0.0735946696
452	0.07351253071
453	0.07346812123
454	0.07338143232
455	0.07332505498
456	0.07322202014
457	0.07313903753
458	0.07295208867
459	0.07294207629
460	0.0729039545
461	0.07274624438
462	0.07269506141
463	0.07263069089
464	0.07260355135
465	0.07256332164
466	0.07247858896
467	0.07239226773
468	0.07234209008
469	0.07219849352
470	0.07202547163
471	0.07194908369
472	0.07188862893
473	0.07179421713
474	0.07161392819
475	0.07158010037
476	0.07150116546
477	0.07134632192
478	0.07125365976
479	0.07122385175
480	0.0710786287
481	0.07094698194
482	0.0708189827
483	0.07071736986
484	0.07049831548
485	0.0704568522
486	0.07037368019
487	0.07024135662
488	0.07015657787
489	0.07013654106
490	0.0700998466
491	0.07005802396
492	0.06994093107
493	0.06988470397
494	0.06983301309
495	0.06981459551
496	0.06980634688
497	0.06973442945
498	0.0696300735
499	0.06958138374
500	0.06942355962
501	0.06929731511
502	0.06924351264
503	0.06922385241
504	0.0691068029
505	0.06909892545
506	0.06895322262
507	0.06877452638
508	0.06872737973
509	0.06864413004
510	0.06859569314
511	0.06836579155
512	0.06835793746
513	0.06824017247
514	0.06819068852
515	0.06809469871
516	0.06805272305
517	0.0679654796
518	0.06786518827
519	0.06766593135
520	0.06760607622
521	0.06745253825
522	0.06731839852
523	0.06719032212
524	0.06711704022
525	0.06701506146
526	0.06695225999
527	0.06673617325
528	0.06668131668
529	0.06650277792
530	0.0663882164
531	0.0662160801
532	0.06615751467
533	0.06611771523
534	0.06607105121
535	0.06598954695
536	0.06591052706
537	0.065846254
538	0.06570170452
539	0.06557726763
540	0.06555021476
541	0.06544609635
542	0.0653030844
543	0.06524398446
544	0.06515799693
545	0.06506976801
546	0.06500637373
547	0.06495453425
548	0.06490986311
549	0.06475632197
550	0.06471553839
551	0.06464975379
552	0.0646119311
553	0.06454473381
554	0.06444485774
555	0.06435945379
556	0.064317624
557	0.06426692291
558	0.06419000565
559	0.06405866073
560	0.06400007664
561	0.06390445009
562	0.06383407191
563	0.063631856
564	0.06358305343
565	0.06351188866
566	0.06343961667
567	0.06341869997
568	0.06325233754
569	0.06323222443
570	0.06314933193
571	0.06307964797
572	0.06293441232
573	0.06280375784
574	0.06274135184
575	0.06268944762
576	0.06260260527
577	0.06251084012
578	0.06246486887
579	0.0624034824
580	0.06238815159
581	0.06232795521
582	0.06222421596
583	0.06205432173
584	0.06190170708
585	0.06187689239
586	0.06179806404
587	0.06172367565
588	0.06163633668
589	0.0615407407
590	0.06150518115
591	0.06148717848
592	0.0613506271
593	0.06124780016
594	0.06111751055
595	0.06107159784
596	0.0609909774
597	0.06092913308
598	0.06088777231
599	0.06081372392
600	0.06075884822
601	0.06071673775
602	0.06069551772
603	0.06068978698
604	0.06055854094
605	0.06045543566
606	0.06039381065
607	0.06024889359
608	0.06020816229
609	0.06004730787
610	0.0599874227
611	0.05993436178
612	0.05990598693
613	0.05983557928
614	0.05982697236
615	0.05976553743
616	0.05968039307
617	0.05959952177
618	0.05956213006
619	0.05943656073
620	0.05932023894
621	0.05926714537
622	0.05920830699
623	0.05913064786
624	0.05908643493
625	0.05904191136
626	0.05900506429
627	0.05889711917
628	0.05886441399
629	0.05883313313
630	0.05874713038
631	0.05871221032
632	0.05865662743
633	0.05862052008
634	0.05853218301
635	0.05835277366
636	0.05823657624
637	0.05820323705
638	0.05808480551
639	0.05804928616
640	0.05799403711
641	0.05794261588
642	0.05790810652
643	0.05784820208
644	0.05782250819
645	0.05779559552
646	0.0577288475
647	0.05766444788
648	0.0576414908
649	0.0575730744
650	0.05752150135
651	0.0574401059
652	0.05739675322
653	0.05735110606
654	0.05734203766
655	0.05726210407
656	0.0572313049
657	0.05713191625
658	0.05709398154
659	0.0570492213
660	0.05693999179
661	0.05687942869
662	0.05682667397
663	0.05681825553
664	0.05678410033
665	0.05674619066
666	0.05669858134
667	0.05664908062
668	0.05655817842
669	0.05652590849
670	0.05644149051
671	0.05632439082
672	0.05622459389
673	0.05616712089
674	0.05604060686
675	0.05600203478
676	0.05593320164
677	0.05587950994
678	0.05582289077
679	0.0557397337
680	0.05567812801
681	0.05559769833
682	0.0555578393
683	0.05545303413
684	0.05531047935
685	0.05525473306
686	0.05519485564
687	0.05511354459
688	0.0550760365
689	0.05501733732
690	0.05495590774
691	0.05492592827
692	0.05482505384
693	0.05469264584
694	0.0546428607
695	0.05451220655
696	0.05444780869
697	0.054321696
698	0.0542610311
699	0.05416743067
700	0.05412207696
701	0.05405486969
702	0.05400863911
703	0.05395688695
704	0.05385918061
705	0.05370000147
706	0.05356953348
707	0.05350739754
708	0.05344595648
709	0.05339757714
710	0.05318928482
711	0.05315227277
712	0.05303715345
713	0.0529873202
714	0.05292654612
715	0.05289123714
716	0.05285765132
717	0.05279161869
718	0.05270520043
719	0.05259169878
720	0.05255358233
721	0.05246892798
722	0.05239265089
723	0.05228821069
724	0.05213041206
725	0.05204839892
726	0.05201888261
727	0.05194489525
728	0.05176749221
729	0.05162903647
730	0.05153747124
731	0.05147929263
732	0.05139366163
733	0.0513840292
734	0.05133765282
735	0.05130290839
736	0.05123535242
737	0.0511572032
738	0.05111962164
739	0.05111088462
740	0.05107568006
741	0.0510133261
742	0.05095820081
743	0.05095261068
744	0.0509363461
745	0.05089125569
746	0.05080414421
747	0.05075714133
748	0.05068323121
749	0.05063481762
750	0.05061463213
751	0.05054718568
752	0.05050662681
753	0.05049197014
754	0.05044504825
755	0.05039087976
756	0.05032944683
757	0.05025534391
758	0.05016867678
759	0.05011255158
760	0.050072957
761	0.0500318448
762	0.04992103814
763	0.04979036407
764	0.04972344879
765	0.04958292983
766	0.0495100774
767	0.04947708578
768	0.0493945277
769	0.04938640426
770	0.04933871119
771	0.04927271522
772	0.04917050815
773	0.04910303535
774	0.04905905525
775	0.04899476713
776	0.048935563
777	0.04887659936
778	0.04879427194
779	0.04872206448
780	0.04866123119
781	0.0486458444
782	0.04857279148
783	0.04852190927
784	0.04841415131
785	0.04828823179
786	0.04825389513
787	0.04822431098
788	0.0481716579
789	0.04815283376
790	0.04812103926
791	0.04807385199
792	0.04802471544
793	0.04790947977
794	0.04784387506
795	0.04779552017
796	0.04778231982
797	0.0476920333
798	0.04765210609
799	0.04763218392
800	0.04761371334
801	0.04752320984
802	0.04742743005
803	0.04733885532
804	0.04729667103
805	0.04726662474
806	0.04717057825
807	0.0470481621
808	0.04693421321
809	0.04687444786
810	0.04682422359
811	0.04677879395
812	0.0466865083
813	0.04664138642
814	0.0465855816
815	0.04650677604
816	0.04642171648
817	0.04638850225
818	0.04630318727
819	0.04629196157
820	0.04623207627
821	0.04617795845
822	0.04610537029
823	0.04609179321
824	0.04601328227
825	0.04590090284
826	0.04583745041
827	0.0458060038
828	0.04573401797
829	0.04572112317
830	0.04566624309
831	0.04563521651
832	0.04560376199
833	0.04557691657
834	0.04556470938
835	0.04545782573
836	0.04536060509
837	0.04530583698
838	0.04527762291
839	0.0451893331
840	0.04512574634
841	0.04509294665
842	0.04505365221
843	0.04501489862
844	0.04497708107
845	0.0449387459
846	0.04486843529
847	0.04485494619
848	0.04481735285
849	0.04474586858
850	0.04464258737
851	0.04454055806
852	0.04451807862
853	0.04448180812
854	0.04444702797
855	0.04442171289
856	0.04434758112
857	0.04433865075
858	0.04431473568
859	0.04429613045
860	0.04427352727
861	0.04423881731
862	0.04417409061
863	0.04415285402
864	0.04408762557
865	0.04406864158
866	0.04400139113
867	0.04395308981
868	0.04389167519
869	0.04384638627
870	0.0437662573
871	0.0437113362
872	0.04365465301
873	0.04361625454
874	0.04358695881
875	0.04352008861
876	0.04348955163
877	0.04348134009
878	0.04342103088
879	0.04335614186
880	0.04329805943
881	0.04328864138
882	0.04319503477
883	0.04313831554
884	0.04309843078
885	0.0430928388
886	0.04306486358
887	0.0429934767
888	0.0429372922
889	0.04291383603
890	0.04290049373
891	0.04283920109
892	0.04272150838
893	0.04265128464
894	0.04262805232
895	0.04260831024
896	0.04257304936
897	0.04250827422
898	0.04245057498
899	0.04241593834
900	0.04239209421
901	0.04232894563
902	0.04229223127
903	0.0422646114
904	0.04221212649
905	0.04216968216
906	0.04211137556
907	0.04204073661
908	0.04199180795
909	0.04196428041
910	0.04193883664
911	0.04192262255
912	0.04182067345
913	0.04170077704
914	0.04161548627
915	0.04152828824
916	0.04148807192
917	0.04142768037
918	0.04135860418
919	0.04125797718
920	0.04119303572
921	0.04117530533
922	0.04111863342
923	0.04107442052
924	0.04106971389
925	0.04102493142
926	0.04096335104
927	0.04092161516
928	0.04083320394
929	0.04080466573
930	0.04077665828
931	0.04073580991
932	0.04065979692
933	0.04062383803
934	0.04061030882
935	0.04057636211
936	0.04051255938
937	0.04043047032
938	0.04037475242
939	0.04027621182
940	0.04023982775
941	0.04021832836
942	0.0401328312
943	0.04008461646
944	0.04006381272
945	0.03999551847
946	0.03997997897
947	0.03990872193
948	0.03989399604
949	0.03985162355
950	0.03983000397
951	0.03975288846
952	0.03974239029
953	0.03968670585
954	0.03964125246
955	0.03956339859
956	0.03952965715
957	0.03941236722
958	0.03934855362
959	0.03928307954
960	0.03926304662
961	0.03919458857
962	0.03916698886
963	0.03914786812
964	0.03912755707
965	0.03910000523
966	0.03908108468
967	0.03904858876
968	0.03903011512
969	0.03897274409
970	0.03892051855
971	0.03889698079
972	0.03884472173
973	0.03878443045
974	0.03873909969
975	0.03872365057
976	0.0387036739
977	0.03866302842
978	0.03863564108
979	0.03852740171
980	0.0384867513
981	0.03843501918
982	0.03837224491
983	0.03831576312
984	0.03829677651
985	0.03822489669
986	0.0381874851
987	0.03817749294
988	0.03806096567
989	0.03800291747
990	0.03796053841
991	0.03794797094
992	0.03789225715
993	0.03785986684
994	0.03784245389
995	0.03775492435
996	0.03769859595
997	0.03766791514
998	0.03758902496
999	0.03755007895
